Date,FinBERT score
2022-04-28,-0.2422499508984321
2022-04-29,-0.34422669366553976
2022-04-30,-0.19567721486091613
2022-05-01,-0.18824521700541177
2022-05-02,-0.3145010130746024
2022-05-03,-0.012327790260314941
2022-05-04,0.07556560263037682
2022-05-05,-0.17429284407542298
2022-05-06,-0.2549135684967041
2022-05-07,-0.037580923600630325
2022-05-08,-0.4558537155389786
2022-05-09,-0.21455654972477964
2022-05-10,-0.08834217353300615
2022-05-11,-0.1244082855326789
2022-05-12,-0.25643942058086394
2022-05-13,-0.015765501902653613
2022-05-14,0.08758621215820313
2022-05-15,0.09230687618255615
2022-05-16,0.0
2022-05-17,0.05597776174545289
2022-05-18,-0.29025719354027196
2022-05-19,-0.43686582843462624
2022-05-20,-0.26056492870504205
2022-05-21,-0.23008327186107635
2022-05-22,-0.38036647013255526
2022-05-23,-0.4392792185147603
2022-05-24,-0.22714117344687967
2022-05-25,0.031103891134262086
2022-05-26,-0.07792843878269197
2022-05-27,0.0684183525002521
2022-05-28,-0.23840985695521036
2022-05-29,0.07146109640598299
2022-05-30,0.19541041553020477
2022-05-31,-0.06148845307967242
2022-06-01,-0.07225660587611951
2022-06-02,-0.04858999309085664
2022-06-03,-0.17352648576100668
2022-06-04,-0.12527863468442643
2022-06-05,-0.05560873614417182
2022-06-06,0.04363238375361373
2022-06-07,-0.07720905542373659
2022-06-08,-0.07897359629472096
2022-06-09,-0.02031376212835312
2022-06-10,-0.040182854448045986
2022-06-11,-0.20333683490753174
2022-06-12,-0.17321056127548218
2022-06-13,-0.16326351165771485
2022-06-14,-0.18972610235214232
2022-06-15,0.09227057695388793
2022-06-16,0.04877096956426447
2022-06-17,-0.010435601075490328
2022-06-18,0.0
2022-06-19,-0.3148888150850932
2022-06-20,0.0
2022-06-21,0.01752023696899414
2022-06-22,0.02823281288146967
2022-06-23,0.21863923594355583
2022-06-24,0.21289466321468353
2022-06-25,0.4219885468482971
2022-06-26,0.0
2022-06-27,0.11687475442886353
2022-06-28,-0.1483728289604187
2022-06-29,-0.08290672964519924
2022-06-30,-0.2548004322581821
2022-07-01,-0.3381682766808404
2022-07-02,0.0
2022-07-03,-0.36241177320480344
2022-07-04,0.0
2022-07-05,-0.12460377481248644
2022-07-06,0.3118586242198944
2022-07-07,0.0
2022-07-08,-0.08131743019277399
2022-07-09,0.0
2022-07-10,-0.024351114034652722
2022-07-11,0.06509276665747166
2022-07-12,-0.21130072474479675
2022-07-13,-0.1258080403010051
2022-07-14,0.1358126997947693
2022-07-15,-0.08098352806908746
2022-07-16,0.0
2022-07-17,0.09768225749333698
2022-07-18,-0.09615200757980348
2022-07-19,-0.1933431699872017
2022-07-20,0.14897750483618843
2022-07-21,0.17500793933868408
2022-07-22,-0.050161520640055336
2022-07-23,-0.15801250272327
2022-07-24,-0.13799484239684212
2022-07-25,-0.14549650116400284
2022-07-26,-0.41927513323332133
2022-07-27,0.12250986924538246
2022-07-28,0.10216490509583778
2022-07-29,0.11603290988848759
2022-07-30,0.05199543635050457
2022-07-31,0.0
2022-08-01,0.11202034625140103
2022-08-02,0.05539472614015851
2022-08-03,0.1759999053818839
2022-08-04,-0.11059220135211945
2022-08-05,0.03288678725560506
2022-08-06,0.0
2022-08-07,0.05766210456689199
2022-08-08,0.10567109452353582
2022-08-09,-0.09664615392684936
2022-08-10,-0.16959026226630577
2022-08-11,0.19252934058507284
2022-08-12,0.11018374363581339
2022-08-13,0.0
2022-08-14,0.0
2022-08-15,0.13258970635277886
2022-08-16,0.05125276247660319
2022-08-17,-0.07581618428230286
2022-08-18,0.0
2022-08-19,0.28248457113901776
2022-08-20,-0.43111513555049896
2022-08-21,-0.10946918427944183
2022-08-22,0.059432536363601685
2022-08-23,-0.07896857460339864
2022-08-24,-0.22277947447516702
2022-08-25,0.20522426813840866
2022-08-26,0.11707565933465958
2022-08-27,-0.32410158713658654
2022-08-28,-0.004610087190355573
2022-08-29,-0.23906712234020233
2022-08-30,-0.237746795018514
2022-08-31,0.0
2022-09-01,-0.11868490278720854
2022-09-02,-0.33382435888051987
2022-09-03,0.2553934156894684
2022-09-04,-0.4723001420497894
2022-09-05,-0.12796786001750401
2022-09-06,-0.37701026201248167
2022-09-07,-0.0388009011745453
2022-09-08,0.0
2022-09-09,-0.06195823848247528
2022-09-10,0.19083056847254434
2022-09-11,0.0
2022-09-12,0.0
2022-09-13,0.09447893074580602
2022-09-14,-0.37898366318808663
2022-09-15,0.17695133686065673
2022-09-16,-0.10080532232920329
2022-09-17,0.05138076203210013
2022-09-18,-0.2417754679918289
2022-09-19,0.07747421860694885
2022-09-20,-0.233632642775774
2022-09-21,-0.15210590759913126
2022-09-22,-0.3164213555199759
2022-09-23,-0.07761648297309875
2022-09-24,0.0
2022-09-25,0.0
2022-09-26,-0.2083589690072196
2022-09-27,-0.3622994780540466
2022-09-28,0.05381577610969542
2022-09-29,-0.02357311248779298
